DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL,TOP,SCALED TOP,AC50,LOGAC50
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70366226,Perfluoropentanamide,355-81-7,C5H3F8NO,245.008689,8,497,2.0,Inactive,0.03311329712341608,0.29841917369735343,2.341453065001181,0.3694854566663408
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70381090,"1H,1H,8H,8H-Perfluoro-3,6-dioxaoctane-1,8-diol",129301-42-4,C6H6F8O4,294.013834,9,497,2.0,Inactive,0.005861275979373684,0.05282219792422759,30,1.4771212547196624
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70381151,Perfluorooctanamidine,307-31-3,C8H3F15N2,412.005671,103,506,20.0,Active,-0.12938799935541698,-1.1660530121808026,30,1.4771212547196624
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70379295,"3H-Perfluoro-2,2,4,4-tetrahydroxypentane",77953-71-0,C5H5F7O4,262.007606,79,506,16.0,Active,-0.16147656989152817,-1.4552372836481093,7.499789244257584,0.8750490592127644
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70379917,"4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluorononanoic acid",27854-30-4,C9H5F13O2,392.008196,19,461,4.0,Inactive,0.04177955931853012,0.3765200886763612,5.95275407810467,0.7747179412233107
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70400078,(Heptafluoropropyl)trimethylsilane,3834-42-2,C6H9F7Si,242.036174,5,460,1.0,Inactive,-0.006930260278421451,-0.062455953512755034,30,1.4771212547196624
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7040150,Perfluorohexanesulfonic acid,355-46-4,C6HF13O3S,399.943881,20,461,4.0,Inactive,-0.013909471753684038,-0.12535305837502334,0.2000000067198145,-0.6989699897441273
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7042011,N-Dodecanoyl-N-methylglycine,97-78-9,C15H29NO3,271.214744,80,670,12.0,Inactive,-0.08558631052114532,-0.7713093616239214,5.463292343653129,0.7374544404630317
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7044427,4-Morpholinecarboxaldehyde,4394-85-8,C5H9NO2,115.063329,4,644,1.0,Inactive,0.028166790431428525,0.2538409357100674,0.21744458034034453,-0.6626514123610939
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7044764,2-Phenylethyl 2-methylpropanoate,103-48-0,C12H16O2,192.115030,9,634,1.0,Inactive,-0.07908715080599918,-0.7127385142482446,6.381490079627602,0.8049220984391995
